CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
111286_351,1,2011-01-01,WIRT,C002175774014,,,East Sussex,2017
475554_351,2,2012-05-01,ABAN,N019419463884,,,East Sussex,2017
264360_351,2,2001-07-01,AIND,T095231032691,,,East Sussex,2017
620489_351,2,2013-10-01,AIND,X039112226251,,,East Sussex,2017
406196_351,2,2012-07-01,WIRT,P089978881890,,,East Sussex,2017
505126_351,1,2002-06-01,REFU,Z023604436864,,,East Sussex,2017
994960_351,2,2003-06-01,APKN,N021081884273,,,East Sussex,2017
701974_351,1,2003-05-01,ABAN,U088626503806,,,East Sussex,2017
228949_351,1,2006-07-01,WIRI,Q076735129765,,,East Sussex,2017
640035_351,2,2011-10-01,MWAS,B039516435618,,,East Sussex,2017
707444_351,1,2008-07-01,WROM,I076492384417,,,East Sussex,2017
380785_351,2,2009-07-01,NOBT,N056397989803,,,East Sussex,2017
344097_351,2,2009-07-01,WBRI,G084387784646,,,East Sussex,2017
245329_351,1,2004-11-01,CHNE,Q049279612792,,,East Sussex,2017
292721_351,1,2008-02-01,WOTH,Q053832096419,,,East Sussex,2017
786912_351,1,2004-08-01,OOTH,Q071854935172,,,East Sussex,2017
827987_351,2,2008-09-01,OOTH,G059505777234,,,East Sussex,2017
828803_351,2,2011-12-01,WBRI,G007982196751,,,East Sussex,2017
692199_351,2,2010-03-01,MWAS,K039071234542,,,East Sussex,2017
626810_351,1,2012-04-01,MWAS,X041751257812,,,East Sussex,2017
301335_351,2,2001-11-01,WIRI,I060832734508,,,East Sussex,2017
578513_351,2,2008-05-01,BCRB,N041853599102,,,East Sussex,2017
483463_351,1,2006-02-01,ABAN,Z076639135978,,,East Sussex,2017
9219_351,2,2013-03-01,OOTH,F036865016403,,,East Sussex,2017
274473_351,1,2002-04-01,BCRB,U006622842991,,,East Sussex,2017
45369_351,2,2002-01-01,WOTH,V065165378470,,,East Sussex,2017
956378_351,2,2008-03-01,BAFR,Z042556042226,,,East Sussex,2017
371759_351,1,2006-07-01,WROM,H042523585544,,,East Sussex,2017
881502_351,1,2003-11-01,REFU,Z080518354406,,,East Sussex,2017
823958_351,2,2013-11-01,WIRT,L052969302293,,,East Sussex,2017
649036_351,1,2002-08-01,WOTH,P052058578486,,,East Sussex,2017
415294_351,1,2001-05-01,AIND,I060848707458,,,East Sussex,2017
485465_351,2,2010-05-01,MWAS,V068684137424,,,East Sussex,2017
174366_351,2,2005-02-01,AIND,E032608919829,,,East Sussex,2017
608268_351,2,2004-06-01,REFU,C041006688549,,,East Sussex,2017
252545_351,1,2013-11-01,BOTH,Y087841445732,,,East Sussex,2017
781459_351,1,2001-12-01,AOTH,F042707119791,,,East Sussex,2017
98601_351,1,2001-09-01,BOTH,C060440644184,,,East Sussex,2017
787027_351,1,2004-04-01,NOBT,W079893596987,,,East Sussex,2017
490542_351,1,2007-05-01,WIRI,K036492630065,,,East Sussex,2017
709448_351,2,2014-07-01,REFU,Z010317355049,,,East Sussex,2017
903025_351,1,2006-02-01,CHNE,G007793418989,,,East Sussex,2017
497435_351,2,2007-12-01,WIRT,J083494942268,,,East Sussex,2017
717558_351,2,2008-12-01,NOBT,M084350002115,,,East Sussex,2017
997436_351,1,2008-08-01,REFU,I035880470766,,,East Sussex,2017
694325_351,2,2003-01-01,WIRI,J082219476446,,,East Sussex,2017
911118_351,1,2014-12-01,MWBC,U019875543644,,,East Sussex,2017
354349_351,1,2006-03-01,WIRT,M049666783773,,,East Sussex,2017
237247_351,2,2003-12-01,MWBC,G090347908172,,,East Sussex,2017
764574_351,1,2011-11-01,MWBC,H036739398164,,,East Sussex,2017
967423_351,2,2006-04-01,OOTH,B034028989986,,,East Sussex,2017
8014_351,1,2006-11-01,AOTH,S097747563088,,,East Sussex,2017
963177_351,1,2012-09-01,WIRT,N069447955394,,,East Sussex,2017
876570_351,1,2001-06-01,REFU,P048143208302,,,East Sussex,2017
955646_351,1,2002-02-01,ABAN,K045109340435,,,East Sussex,2017
568874_351,1,2008-10-01,OOTH,V014002906315,,,East Sussex,2017
43460_351,2,2013-03-01,BCRB,K069733605458,,,East Sussex,2017
613683_351,2,2013-09-01,WBRI,Q042779701025,,,East Sussex,2017
487087_351,2,2010-04-01,APKN,D004559364186,,,East Sussex,2017
728451_351,1,2010-06-01,MWBA,R065904295735,,,East Sussex,2017
229932_351,1,2003-07-01,AOTH,V064541834192,,,East Sussex,2017
912910_351,2,2006-05-01,OOTH,G047510689264,,,East Sussex,2017
571296_351,1,2012-06-01,WBRI,V036896114654,,,East Sussex,2017
882394_351,1,2014-02-01,OOTH,W053754580881,,,East Sussex,2017
778375_351,2,2004-01-01,MWAS,Y019374408637,,,East Sussex,2017
206215_351,2,2005-12-01,AIND,C005830966090,,,East Sussex,2017
306811_351,2,2005-04-01,MWAS,E087046406896,,,East Sussex,2017
707686_351,2,2002-12-01,MOTH,U062129888981,,,East Sussex,2017
57530_351,2,2011-02-01,MWAS,Y048681163255,,,East Sussex,2017
892321_351,1,2001-07-01,ABAN,X043319979301,,,East Sussex,2017
204960_351,2,2004-04-01,CHNE,W017754179165,,,East Sussex,2017
289127_351,2,2002-09-01,MWBA,I097031825860,,,East Sussex,2017
712340_351,2,2002-01-01,WIRI,G021223602537,,,East Sussex,2017
167999_351,1,2005-04-01,MWAS,S015341599953,,,East Sussex,2017
802240_351,1,2010-11-01,REFU,B089360589573,,,East Sussex,2017
413082_351,2,2005-08-01,WROM,B038612361277,,,East Sussex,2017
56910_351,1,2006-05-01,REFU,J080830972552,,,East Sussex,2017
885949_351,1,2014-05-01,NOBT,Z036748787346,,,East Sussex,2017
523510_351,1,2010-10-01,AIND,R091898005099,,,East Sussex,2017
717148_351,2,2004-11-01,WIRT,T052604379798,,,East Sussex,2017
566763_351,1,2013-06-01,MOTH,U040973615189,,,East Sussex,2017
229104_351,2,2012-04-01,MOTH,U032431769108,,,East Sussex,2017
798977_351,2,2012-12-01,BCRB,A004946932605,,,East Sussex,2017
940537_351,2,2007-09-01,APKN,K029664844569,,,East Sussex,2017
461436_351,1,2010-08-01,WROM,M059477616097,,,East Sussex,2017
527671_351,2,2002-02-01,NOBT,C015999269644,,,East Sussex,2017
853308_351,2,2014-06-01,MOTH,D094044017948,,,East Sussex,2017
999568_351,2,2013-01-01,BCRB,L093290557827,,,East Sussex,2017
68090_351,1,2005-05-01,REFU,P075235676724,,,East Sussex,2017
339533_351,2,2009-11-01,OOTH,S071385621685,,,East Sussex,2017
140395_351,1,2009-01-01,WROM,I034961299318,,,East Sussex,2017
907097_351,2,2014-01-01,REFU,T014439079193,,,East Sussex,2017
2916_351,1,2014-03-01,CHNE,C023913909584,,,East Sussex,2017
289575_351,2,2003-05-01,WBRI,J034317646907,,,East Sussex,2017
501682_351,2,2004-04-01,MWAS,S088838679722,,,East Sussex,2017
162458_351,2,2006-10-01,WIRT,M031843643380,,,East Sussex,2017
842239_351,2,2004-01-01,NOBT,O056250509961,,,East Sussex,2017
317738_351,2,2001-08-01,BOTH,J081552305191,,,East Sussex,2017
355767_351,2,2010-10-01,BAFR,A067410016113,,,East Sussex,2017
656850_351,2,2013-08-01,BOTH,P088427571260,,,East Sussex,2017
781472_351,1,2010-09-01,NOBT,B092824331730,,,East Sussex,2017
636731_351,2,2002-11-01,NOBT,S058975390604,,,East Sussex,2017
628289_351,1,2001-09-01,MWBA,Q063834281467,,,East Sussex,2017
907963_351,2,2014-06-01,REFU,D032628392914,,,East Sussex,2017
625931_351,1,2004-05-01,CHNE,T099730817734,,,East Sussex,2017
48865_351,1,2006-04-01,MWBC,R054957016309,,,East Sussex,2017
302877_351,1,2003-11-01,WIRI,J046546036819,,,East Sussex,2017
531971_351,1,2008-01-01,WIRI,T005594042910,,,East Sussex,2017
858634_351,2,2009-07-01,APKN,B061600111351,,,East Sussex,2017
317817_351,1,2005-10-01,BOTH,A060753579839,,,East Sussex,2017
517338_351,1,2004-01-01,BAFR,Z038443497708,,,East Sussex,2017
227448_351,2,2010-07-01,WIRI,O051462328220,,,East Sussex,2017
924284_351,1,2008-04-01,MWBC,Y044378511105,,,East Sussex,2017
319223_351,2,2013-11-01,AIND,O052741080453,,,East Sussex,2017
416059_351,2,2008-12-01,WBRI,M046586429714,,,East Sussex,2017
875080_351,1,2011-02-01,APKN,X099587099667,,,East Sussex,2017
67749_351,1,2005-12-01,BAFR,M060678282854,,,East Sussex,2017
294854_351,2,2008-04-01,MWBA,I072641349451,,,East Sussex,2017
876027_351,2,2004-01-01,BOTH,G048123416091,,,East Sussex,2017
132609_351,1,2010-04-01,WROM,Y072492878296,,,East Sussex,2017
191024_351,2,2001-05-01,MOTH,T043106529132,,,East Sussex,2017
251488_351,1,2010-12-01,APKN,G067427057026,,,East Sussex,2017
942034_351,1,2008-12-01,BCRB,D080992491385,,,East Sussex,2017
67968_351,2,2004-02-01,WBRI,H030193387040,,,East Sussex,2017
577271_351,1,2005-06-01,MWAS,O026833942940,,,Hampshire,2017
841801_351,2,2005-12-01,CHNE,J074192742089,,,Hampshire,2017
738742_351,2,2002-12-01,WIRT,K087255856874,,,Hampshire,2017
147020_351,2,2002-06-01,AOTH,U009841200098,,,Hampshire,2017
921866_351,2,2007-12-01,MWBC,J081019221947,,,Hampshire,2017
599492_351,2,2007-03-01,BAFR,V017964235287,,,Hampshire,2017
350201_351,2,2005-05-01,WIRT,B000100635746,,,Hampshire,2017
885436_351,2,2013-08-01,BCRB,S067042509094,,,Hampshire,2017
174978_351,1,2003-10-01,AIND,W027224415227,,,Hampshire,2017
206215_351,2,2005-12-01,AIND,C005830966090,,,Hampshire,2017
972918_351,2,2014-08-01,BOTH,O072570020337,,,Hampshire,2017
881062_351,2,2003-05-01,CHNE,T016248283428,,,Hampshire,2017
339746_351,1,2002-12-01,MOTH,O079566429759,,,Hampshire,2017
891540_351,2,2012-12-01,MOTH,Q039660057728,,,Hampshire,2017
707694_351,2,2013-05-01,BOTH,L087950380915,,,Hampshire,2017
68090_351,1,2005-05-01,REFU,P075235676724,,,Hampshire,2017
45688_351,2,2011-11-01,WOTH,I040495890276,,,Hampshire,2017
113868_351,2,2008-12-01,MWBA,C039125942364,,,Hampshire,2017
940537_351,2,2007-09-01,APKN,K029664844569,,,Hampshire,2017
793438_351,2,2013-11-01,AOTH,U064255248304,,,Hampshire,2017
553836_351,1,2010-01-01,WROM,O077602155475,,,Hampshire,2017
211719_351,2,2001-09-01,WBRI,Z095298402725,,,Hampshire,2017
799808_351,2,2005-08-01,BCRB,Q085498964223,,,Hampshire,2017
749182_351,1,2012-07-01,REFU,E070169166808,,,Hampshire,2017
613314_351,1,2010-10-01,MWBA,R078765168558,,,Hampshire,2017
692594_351,2,2006-09-01,MWAS,H041580215138,,,Hampshire,2017
682326_351,1,2009-04-01,REFU,E026823226191,,,Hampshire,2017
132102_351,2,2006-03-01,ABAN,C043600813224,,,Hampshire,2017
578513_351,2,2008-05-01,BCRB,N041853599102,,,Hampshire,2017
251460_351,1,2013-12-01,WBRI,O034139024595,,,Hampshire,2017
569257_351,1,2014-05-01,OOTH,L018977874803,,,Hampshire,2017
63806_351,1,2001-08-01,AOTH,Z062485057107,,,Hampshire,2017
94105_351,2,2009-02-01,OOTH,X016347040544,,,Hampshire,2017
654398_351,2,2006-12-01,WBRI,N000525626682,,,Hampshire,2017
814210_351,1,2003-03-01,MWBC,D036210596693,,,Hampshire,2017
770663_351,2,2011-02-01,WIRT,X071118348197,,,Hampshire,2017
107467_351,1,2003-08-01,AOTH,K084325363535,,,Hampshire,2017
406507_351,2,2011-12-01,NOBT,F003659924833,,,Hampshire,2017
358044_351,1,2007-10-01,WIRT,K074524904392,,,Hampshire,2017
265579_351,2,2008-04-01,NOBT,B010275790565,,,Hampshire,2017
14338_351,2,2001-09-01,WBRI,G059717377133,,,Hampshire,2017
139880_351,1,2003-01-01,WIRI,L036574794606,,,Hampshire,2017
153938_351,2,2009-03-01,WIRT,U081774064129,,,Hampshire,2017
428267_351,2,2008-09-01,CHNE,S012723099641,,,Hampshire,2017
78448_351,2,2011-03-01,OOTH,G044105388138,,,Hampshire,2017
969093_351,1,2009-10-01,WOTH,R002130266073,,,Hampshire,2017
995657_351,2,2002-04-01,MWBC,F070332017799,,,Hampshire,2017
184178_351,2,2011-04-01,MWBC,Q009448452858,,,Hampshire,2017
515800_351,1,2002-05-01,WIRT,E037945626269,,,Hampshire,2017
1013_351,1,2005-07-01,OOTH,H019032363547,,,Hampshire,2017
710173_351,1,2001-10-01,REFU,P070326391581,,,Hampshire,2017
635151_351,1,2002-12-01,MOTH,O020299426391,,,Hampshire,2017
7388_351,1,2008-11-01,MWAS,W098945004203,,,Hampshire,2017
399462_351,1,2009-01-01,REFU,J040197771825,,,Hampshire,2017
633323_351,2,2005-10-01,BCRB,H030347854645,,,Hampshire,2017
608146_351,2,2010-10-01,AOTH,B042999805585,,,Hampshire,2017
328934_351,1,2004-04-01,BOTH,Q004316595340,,,Hampshire,2017
191761_351,2,2008-03-01,BOTH,Y009857741029,,,Hampshire,2017
875730_351,2,2006-12-01,BAFR,F074676821122,,,Hampshire,2017
637269_351,2,2002-01-01,WIRI,H023617023628,,,Hampshire,2017
314525_351,1,2003-05-01,AIND,F093825426811,,,Hampshire,2017
482551_351,2,2002-12-01,WOTH,H012958019029,,,Hampshire,2017
984027_351,2,2012-06-01,WIRI,P041525545838,,,Hampshire,2017
258963_351,1,2001-07-01,WIRT,M003692242494,,,Hampshire,2017
996243_351,1,2014-12-01,REFU,G034900149044,,,Hampshire,2017
236044_351,2,2012-05-01,WIRT,I042853276939,,,Hampshire,2017
94945_351,1,2006-01-01,APKN,N030727312952,,,Hampshire,2017
942034_351,1,2008-12-01,BCRB,D080992491385,,,Hampshire,2017
40834_351,2,2007-07-01,WROM,O085017469176,,,Hampshire,2017
184103_351,1,2007-02-01,MWAS,Y058234178471,,,Hampshire,2017
123437_351,2,2014-11-01,ABAN,S031718305431,,,Hampshire,2017
893084_351,1,2005-07-01,AIND,J019211568984,,,Hampshire,2017
7476_351,2,2003-05-01,AIND,K098298840015,,,Hampshire,2017
425708_351,1,2005-09-01,BAFR,B077543383798,,,Hampshire,2017
325037_351,1,2006-07-01,MOTH,Y097779192573,,,Hampshire,2017
489673_351,2,2008-03-01,WOTH,I041312696741,,,Hampshire,2017
697123_351,1,2007-12-01,REFU,Q068272883991,,,Hampshire,2017
301974_351,1,2009-09-01,CHNE,C024937730940,,,Hampshire,2017
318712_351,2,2011-10-01,OOTH,I011472241926,,,Hampshire,2017
809131_351,1,2013-07-01,WROM,P092392778823,,,Hampshire,2017
312471_351,2,2004-10-01,OOTH,U030271404927,,,Hampshire,2017
758550_351,1,2007-06-01,OOTH,T054561994969,,,Hampshire,2017
235669_351,1,2001-11-01,WOTH,K071274721130,,,Hampshire,2017
261814_351,1,2013-07-01,ABAN,H016726316593,,,Hampshire,2017
185406_351,1,2002-11-01,ABAN,H054230247333,,,Hampshire,2017
781472_351,1,2010-09-01,NOBT,B092824331730,,,Hampshire,2017
863413_351,1,2004-07-01,MOTH,A090430394849,,,Hampshire,2017
569273_351,2,2009-09-01,WIRT,Z016871828141,,,Hampshire,2017
69269_351,2,2007-10-01,AIND,V082314581433,,,Hampshire,2017
832947_351,2,2005-12-01,BOTH,F084758243284,,,Hampshire,2017
426575_351,2,2012-10-01,REFU,E029193761333,,,Hampshire,2017
722040_351,2,2004-11-01,CHNE,B029432419909,,,Hampshire,2017
589666_351,2,2005-04-01,NOBT,R011511186173,,,Hampshire,2017
465932_351,2,2002-01-01,BCRB,F056926151781,,,Hampshire,2017
143795_351,2,2014-02-01,AOTH,B087686026026,,,Hampshire,2017
590649_351,2,2005-05-01,MWBC,H089449508406,,,Hampshire,2017
236782_351,2,2005-05-01,AIND,V018324053344,,,Hampshire,2017
411707_351,2,2014-03-01,AIND,G061571882760,,,Hampshire,2017
973172_351,2,2008-11-01,BCRB,P047731482323,,,Hampshire,2017
880635_351,1,2005-02-01,BAFR,S057253469139,,,Hampshire,2017
895638_351,1,2014-08-01,MWBC,G079312272307,,,Hampshire,2017
716474_351,1,2003-09-01,BCRB,G065780926606,,,Hampshire,2017
634910_351,2,2005-11-01,MWAS,T077290952923,,,Hampshire,2017
795905_351,1,2012-03-01,MWBC,W021327995709,,,Hampshire,2017
609939_351,1,2012-08-01,BCRB,M013672899341,,,Hampshire,2017
882394_351,1,2014-02-01,OOTH,W053754580881,,,Hampshire,2017
608509_351,2,2008-06-01,REFU,V055563006441,,,Hampshire,2017
450298_351,2,2014-02-01,CHNE,P015318089094,,,Hampshire,2017
935767_351,1,2010-04-01,WBRI,B027691845293,,,Hampshire,2017
991404_351,2,2011-01-01,WIRT,R041418917979,,,Hampshire,2017
666424_351,1,2008-06-01,WROM,I092871334584,,,Hampshire,2017
630458_351,2,2013-07-01,WROM,D051485054693,,,Hampshire,2017
570294_351,2,2007-10-01,MWBA,M026937361116,,,Hampshire,2017
681510_351,2,2012-10-01,BOTH,Y057554653488,,,Hampshire,2017
242363_351,2,2003-01-01,BCRB,C090324173811,,,Hampshire,2017
881502_351,1,2003-11-01,REFU,Z080518354406,,,Hampshire,2017
700324_351,2,2010-03-01,REFU,E024409964769,,,Hampshire,2017
536278_351,1,2003-01-01,MWBA,K019690983306,,,Hampshire,2017
126592_351,1,2011-06-01,BOTH,L069439267825,,,Hampshire,2017
562070_351,1,2003-10-01,AIND,K089074390883,,,Hampshire,2017
113176_351,1,2006-07-01,WOTH,E035576470644,,,Hampshire,2017
372141_351,2,2009-02-01,MWBA,C064466674691,,,Hampshire,2017
363733_351,2,2003-08-01,CHNE,B010637627851,,,Hampshire,2017
632667_351,2,2012-03-01,NOBT,L026242276589,,,Hampshire,2017
872193_351,2,2014-02-01,MWBA,C028313398743,,,Hampshire,2017
64353_351,1,2007-07-01,WROM,B026107714049,,,Hampshire,2017
18424_351,2,2007-05-01,WOTH,L063136974964,,,Hampshire,2017
191772_351,2,2010-10-01,OOTH,Q085358978472,,,Hampshire,2017
694011_351,2,2006-04-01,NOBT,T079268729964,,,Hampshire,2017
626810_351,1,2012-04-01,MWAS,X041751257812,,,Hampshire,2017
531540_351,2,2014-12-01,BOTH,N018182930457,,,Hampshire,2017
270210_351,2,2008-04-01,MWBA,D065568036817,,,Hampshire,2017
368901_351,1,2008-11-01,MWBA,O005694700077,,,Hampshire,2017
695577_351,1,2008-01-01,CHNE,Y018466860022,,,Hampshire,2017
56910_351,1,2006-05-01,REFU,J080830972552,,,Hampshire,2017
816263_351,1,2003-09-01,MWBC,U018157810863,,,Hampshire,2017
507869_351,2,2010-11-01,AIND,D028202700867,,,Hampshire,2017
979665_351,2,2004-01-01,WROM,B082337385451,,,Hampshire,2017
187044_351,2,2007-03-01,ABAN,V091016155534,,,Hampshire,2017
197453_351,1,2002-12-01,ABAN,H003906645763,,,Hampshire,2017
743602_351,1,2007-08-01,WIRI,B050588603400,,,Hampshire,2017
984298_351,1,2007-07-01,OOTH,R097756392537,,,Hampshire,2017
197766_351,2,2003-06-01,WOTH,T073162033637,,,Hampshire,2017
638199_351,1,2004-11-01,APKN,R044861427438,,,Hampshire,2017
60450_351,2,2004-06-01,ABAN,G093188134986,,,Hampshire,2017
935227_351,2,2010-09-01,MOTH,N028074144305,,,Hampshire,2017
23907_351,2,2009-10-01,MWBC,S026138900689,,,Hampshire,2017
323053_351,1,2001-09-01,OOTH,Q064138661621,,,Hampshire,2017
249901_351,2,2007-01-01,REFU,B071798734374,,,Hampshire,2017
922655_351,1,2004-12-01,WBRI,A016093693541,,,Hampshire,2017
102726_351,2,2004-01-01,CHNE,N064190467910,,,Hampshire,2017
663835_351,2,2005-11-01,BOTH,E035455174700,,,Hampshire,2017
658215_351,2,2004-06-01,MOTH,T041623915061,,,Hampshire,2017
544836_351,1,2004-10-01,OOTH,Q040944831592,,,Hampshire,2017
384958_351,2,2006-07-01,MWBA,T032051368327,,,Hampshire,2017
376788_351,1,2012-10-01,BCRB,A014255321850,,,Hampshire,2017
690246_351,1,2009-08-01,REFU,Y090852492142,,,Hampshire,2017
91311_351,1,2013-08-01,WBRI,I012519500635,,,Hampshire,2017
163681_351,1,2007-12-01,BCRB,P028887911141,,,Hampshire,2017
723580_351,2,2008-05-01,WROM,D038208437651,,,Hampshire,2017
862025_351,1,2006-02-01,NOBT,E027195344630,,,Hampshire,2017
401249_351,1,2007-10-01,CHNE,V054070410088,,,Hampshire,2017
416046_351,1,2007-10-01,WOTH,T008503250631,,,Hampshire,2017
456217_351,2,2012-08-01,WOTH,X003112186674,,,Hampshire,2017
891268_351,1,2014-02-01,AOTH,Y067377929673,,,Hampshire,2017
327449_351,1,2002-12-01,AIND,L036215902318,,,Hampshire,2017
380452_351,2,2002-09-01,AIND,M033845664196,,,Hampshire,2017
779038_351,2,2008-10-01,MWAS,B086897486822,,,Hampshire,2017
581450_351,1,2002-09-01,AOTH,R086876652409,,,Hampshire,2017
778292_351,2,2003-02-01,BAFR,G065439600854,,,Hampshire,2017
374807_351,1,2006-10-01,WROM,Z071814219353,,,Hampshire,2017
31077_351,2,2010-10-01,AIND,U046421618203,,,Hampshire,2017
692199_351,2,2010-03-01,MWAS,K039071234542,,,Hampshire,2017
452023_351,1,2004-08-01,WBRI,Z049673398603,,,Hampshire,2017
44709_351,2,2009-03-01,NOBT,M013445748113,,,Hampshire,2017
48865_351,1,2006-04-01,MWBC,R054957016309,,,Hampshire,2017
892325_351,2,2012-11-01,WIRT,I091288734585,,,Hampshire,2017
519445_351,2,2001-11-01,BOTH,N053943115656,,,Hampshire,2017
694325_351,2,2003-01-01,WIRI,J082219476446,,,Hampshire,2017
234565_351,1,2003-06-01,WROM,Y040788368717,,,Hampshire,2017
635958_351,2,2009-05-01,REFU,A044926241995,,,Hampshire,2017
302717_351,2,2007-04-01,WROM,X020085026246,,,Hampshire,2017
108680_351,2,2008-08-01,MWAS,H020621037783,,,Hampshire,2017
377436_351,2,2001-11-01,OOTH,P055832464811,,,Hampshire,2017
276635_351,2,2002-02-01,NOBT,C044794076881,,,Hampshire,2017
939471_351,2,2006-11-01,APKN,X060671334195,,,Hampshire,2017
482829_351,2,2001-06-01,AIND,W078916156221,,,Hampshire,2017
850417_351,1,2008-04-01,AIND,T017594403015,,,Hampshire,2017
703371_351,2,2010-06-01,OOTH,Y012491346719,,,Hampshire,2017
133268_351,1,2013-11-01,MWAS,E056410436308,,,Hampshire,2017
833281_351,1,2002-12-01,AOTH,U027892382948,,,Hampshire,2017
211464_351,1,2011-10-01,APKN,B090500525287,,,Hampshire,2017
517505_351,2,2002-04-01,CHNE,S037416833178,,,Hampshire,2017
463532_351,2,2008-10-01,NOBT,K012836993574,,,Hampshire,2017
766329_351,2,2006-01-01,ABAN,P031207318493,,,Hampshire,2017
459412_351,1,2002-05-01,BCRB,D058320916391,,,Hampshire,2017
541341_351,1,2002-06-01,AIND,D036473514111,,,Hampshire,2017
511721_351,2,2010-10-01,WROM,W055404284200,,,Hampshire,2017
497827_351,1,2007-06-01,CHNE,O061194370967,,,Hampshire,2017
488450_351,1,2009-06-01,BOTH,V072775668265,,,Hampshire,2017
186835_351,2,2014-01-01,WBRI,P064709982106,,,Hampshire,2017
997436_351,1,2008-08-01,REFU,I035880470766,,,Hampshire,2017
417776_351,1,2001-06-01,BAFR,N028910202962,,,Hampshire,2017
455357_351,1,2014-06-01,WOTH,M038227995471,,,Hampshire,2017
300005_351,2,2009-03-01,REFU,Y034807165413,,,Hampshire,2017
963029_351,2,2010-12-01,WROM,D010030695379,,,Hampshire,2017
128563_351,2,2003-03-01,WOTH,Z059701106947,,,Hampshire,2017
108299_351,1,2013-05-01,MWBA,X098817269691,,,Hampshire,2017
676673_351,2,2009-06-01,BCRB,X025207948747,,,Hampshire,2017
318029_351,1,2012-05-01,MOTH,B024248863883,,,Hampshire,2017
318621_351,1,2005-10-01,MWAS,A033611448284,,,Hampshire,2017
